"Pattern","Cohort","r","var","span","sex"
"A",1925,0.351365077655999,"CESDLONE",0.7,"f"
"L",1925,0.499083427061881,"CESDLONE",0.7,"f"
"M",1925,0.74086772560259,"CESDLONE",0.7,"f"
"T",1905,0.584637336669326,"CESDLONE",0.7,"m"
"A",1905,0.879444898830268,"CESDLONE",0.7,"m"
"L",1905,0.425908463719113,"CESDLONE",0.7,"m"
"M",1905,0.965771514375158,"CESDLONE",0.7,"m"
"T",1910,0.683330045422571,"CESDLONE",0.7,"m"
"A",1910,0.865067301100428,"CESDLONE",0.7,"m"
"L",1910,0.434672793577233,"CESDLONE",0.7,"m"
"M",1910,0.967350306498467,"CESDLONE",0.7,"m"
"T",1915,0.904670721060102,"CESDLONE",0.7,"m"
"A",1915,0.637651921738848,"CESDLONE",0.7,"m"
"L",1915,0.0678462881807143,"CESDLONE",0.7,"m"
"M",1915,0.901635562256688,"CESDLONE",0.7,"m"
"T",1920,0.982072329993019,"CESDLONE",0.7,"m"
"A",1920,0.412684509761852,"CESDLONE",0.7,"m"
"L",1920,0.292695338908544,"CESDLONE",0.7,"m"
"M",1920,0.78438258965983,"CESDLONE",0.7,"m"
"T",1925,0.986650434174485,"CESDLONE",0.7,"m"
"A",1925,0.427283510886913,"CESDLONE",0.7,"m"
"L",1925,0.463830713321235,"CESDLONE",0.7,"m"
"M",1925,0.812736971660898,"CESDLONE",0.7,"m"
"T",1905,0.624129277724685,"CESDSAD",0.7,"f"
"A",1905,0.358035907227114,"CESDSAD",0.7,"f"
"L",1905,0.72678400113547,"CESDSAD",0.7,"f"
"M",1905,0.0611127403396768,"CESDSAD",0.7,"f"
"T",1910,0.470945864520472,"CESDSAD",0.7,"f"
"A",1910,0.346286629260296,"CESDSAD",0.7,"f"
"L",1910,0.642911246878315,"CESDSAD",0.7,"f"
"M",1910,0.0370837348223547,"CESDSAD",0.7,"f"
"T",1915,0.47105485883083,"CESDSAD",0.7,"f"
"A",1915,0.392082282039558,"CESDSAD",0.7,"f"
"L",1915,0.68877554957696,"CESDSAD",0.7,"f"
"M",1915,0.0712291105773982,"CESDSAD",0.7,"f"
"T",1920,0.578820225876431,"CESDSAD",0.7,"f"
"A",1920,0.346457736721968,"CESDSAD",0.7,"f"
"L",1920,0.762199134648314,"CESDSAD",0.7,"f"
"M",1920,0.0486062337885507,"CESDSAD",0.7,"f"
"T",1925,0.71993211013261,"CESDSAD",0.7,"f"
"A",1925,0.196634912903281,"CESDSAD",0.7,"f"
"L",1925,0.846856837084689,"CESDSAD",0.7,"f"
"M",1925,0.279617390198507,"CESDSAD",0.7,"f"
"T",1905,0.298686498813993,"CESDSAD",0.7,"m"
"A",1905,0.841160509046485,"CESDSAD",0.7,"m"
"L",1905,0.574576463420315,"CESDSAD",0.7,"m"
"M",1905,0.78646261409106,"CESDSAD",0.7,"m"
"T",1910,0.613426906877848,"CESDSAD",0.7,"m"
"A",1910,0.805118666466283,"CESDSAD",0.7,"m"
"L",1910,0.418752556479269,"CESDSAD",0.7,"m"
"M",1910,0.88970833105063,"CESDSAD",0.7,"m"
"T",1915,0.909726119069265,"CESDSAD",0.7,"m"
"A",1915,0.352581845134244,"CESDSAD",0.7,"m"
"L",1915,0.220407924041902,"CESDSAD",0.7,"m"
"M",1915,0.691145025526234,"CESDSAD",0.7,"m"
"T",1920,0.907321113441207,"CESDSAD",0.7,"m"
"A",1920,0.035593927393024,"CESDSAD",0.7,"m"
"L",1920,0.616095373026592,"CESDSAD",0.7,"m"
"M",1920,0.482166338633102,"CESDSAD",0.7,"m"
"T",1925,0.913750586368217,"CESDSAD",0.7,"m"
"A",1925,0.119723556715304,"CESDSAD",0.7,"m"
"L",1925,0.705549626864175,"CESDSAD",0.7,"m"
"M",1925,0.582550901364546,"CESDSAD",0.7,"m"
"T",1905,0.861698318958747,"CESDGOING",0.7,"f"
"A",1905,0.272375206730486,"CESDGOING",0.7,"f"
"L",1905,0.801237115638984,"CESDGOING",0.7,"f"
"M",1905,0.250358683954129,"CESDGOING",0.7,"f"
"T",1910,0.907238411925203,"CESDGOING",0.7,"f"
"A",1910,0.0656614955869199,"CESDGOING",0.7,"f"
"L",1910,0.637084385773472,"CESDGOING",0.7,"f"
"M",1910,0.377663345089928,"CESDGOING",0.7,"f"
"T",1915,0.873673161467745,"CESDGOING",0.7,"f"
"A",1915,0.14779909495734,"CESDGOING",0.7,"f"
"L",1915,0.698080957411683,"CESDGOING",0.7,"f"
"M",1915,0.300542884326507,"CESDGOING",0.7,"f"
"T",1920,0.821521287358064,"CESDGOING",0.7,"f"
"A",1920,0.192332869863697,"CESDGOING",0.7,"f"
"L",1920,0.782395886261133,"CESDGOING",0.7,"f"
"M",1920,0.279029198964331,"CESDGOING",0.7,"f"
"T",1925,0.850139924908346,"CESDGOING",0.7,"f"
"A",1925,0.0474807404038204,"CESDGOING",0.7,"f"
"L",1925,0.815302608629037,"CESDGOING",0.7,"f"
"M",1925,0.444060127838542,"CESDGOING",0.7,"f"
"T",1905,0.830180701684914,"CESDGOING",0.7,"m"
"A",1905,0.137280211926984,"CESDGOING",0.7,"m"
"L",1905,0.657935329661888,"CESDGOING",0.7,"m"
"M",1905,0.334783767916149,"CESDGOING",0.7,"m"
"T",1910,0.837655015455109,"CESDGOING",0.7,"m"
"A",1910,0.0170451602526784,"CESDGOING",0.7,"m"
"L",1910,0.544641042017528,"CESDGOING",0.7,"m"
"M",1910,0.381239642612499,"CESDGOING",0.7,"m"
"T",1915,0.921968361506225,"CESDGOING",0.7,"m"
"A",1915,0.362410231899706,"CESDGOING",0.7,"m"
"L",1915,0.218290297164623,"CESDGOING",0.7,"m"
"M",1915,0.704241898609009,"CESDGOING",0.7,"m"
"T",1920,0.912949589119411,"CESDGOING",0.7,"m"
"A",1920,0.641234793176396,"CESDGOING",0.7,"m"
"L",1920,0.0144971965654668,"CESDGOING",0.7,"m"
"M",1920,0.909892311847494,"CESDGOING",0.7,"m"
"T",1925,0.888180754846376,"CESDGOING",0.7,"m"
"A",1925,0.749585967850218,"CESDGOING",0.7,"m"
"L",1925,0.0525932811497037,"CESDGOING",0.7,"m"
"M",1925,0.956598247630155,"CESDGOING",0.7,"m"
"T",1905,0.830521593210591,"CESDENJOY",0.7,"f"
"A",1905,0.0665428494176507,"CESDENJOY",0.7,"f"
"L",1905,0.593712487506308,"CESDENJOY",0.7,"f"
"M",1905,0.387865384762908,"CESDENJOY",0.7,"f"
"T",1910,0.864184174888058,"CESDENJOY",0.7,"f"
"A",1910,0.316367759342554,"CESDENJOY",0.7,"f"
"L",1910,0.227937477712077,"CESDENJOY",0.7,"f"
"M",1910,0.642683776022966,"CESDENJOY",0.7,"f"
"T",1915,0.848946462427887,"CESDENJOY",0.7,"f"
"A",1915,0.40233583499992,"CESDENJOY",0.7,"f"
"L",1915,0.132371949412306,"CESDENJOY",0.7,"f"
"M",1915,0.69971142831593,"CESDENJOY",0.7,"f"
"T",1920,0.912681152683196,"CESDENJOY",0.7,"f"
"A",1920,0.494173584104629,"CESDENJOY",0.7,"f"
"L",1920,0.161365599418209,"CESDENJOY",0.7,"f"
"M",1920,0.806585659613664,"CESDENJOY",0.7,"f"
"T",1925,0.960561958037083,"CESDENJOY",0.7,"f"
"A",1925,0.582797811516236,"CESDENJOY",0.7,"f"
"L",1925,0.284754053249578,"CESDENJOY",0.7,"f"
"M",1925,0.894079815501084,"CESDENJOY",0.7,"f"
"T",1905,0.349597270826554,"CESDENJOY",0.7,"m"
"A",1905,0.908332042298981,"CESDENJOY",0.7,"m"
"L",1905,0.603091237455269,"CESDENJOY",0.7,"m"
"M",1905,0.863524484991891,"CESDENJOY",0.7,"m"
"T",1910,0.539632946411044,"CESDENJOY",0.7,"m"
"A",1910,0.921681528780483,"CESDENJOY",0.7,"m"
"L",1910,0.581794445269841,"CESDENJOY",0.7,"m"
"M",1910,0.9420414987496,"CESDENJOY",0.7,"m"
"T",1915,0.668627906756242,"CESDENJOY",0.7,"m"
"A",1915,0.845085787129586,"CESDENJOY",0.7,"m"
"L",1915,0.423951401817056,"CESDENJOY",0.7,"m"
"M",1915,0.945514922750063,"CESDENJOY",0.7,"m"
"T",1920,0.761357549712689,"CESDENJOY",0.7,"m"
"A",1920,0.744673329719708,"CESDENJOY",0.7,"m"
"L",1920,0.197823309819222,"CESDENJOY",0.7,"m"
"M",1920,0.90607344911855,"CESDENJOY",0.7,"m"
"T",1925,0.799404877713447,"CESDENJOY",0.7,"m"
"A",1925,0.583067653383259,"CESDENJOY",0.7,"m"
"L",1925,0.138931783051236,"CESDENJOY",0.7,"m"
"M",1925,0.804519187312093,"CESDENJOY",0.7,"m"
"T",1905,0.91311899171934,"SRM",0.7,"f"
"A",1905,0.389697883653242,"SRM",0.7,"f"
"L",1905,0.231095030537523,"SRM",0.7,"f"
"M",1905,0.772595222708149,"SRM",0.7,"f"
"T",1910,0.786897440018691,"SRM",0.7,"f"
"A",1910,0.77802473196984,"SRM",0.7,"f"
"L",1910,0.282398440638438,"SRM",0.7,"f"
"M",1910,0.951063705283265,"SRM",0.7,"f"
"T",1915,0.645698012215238,"SRM",0.7,"f"
"A",1915,0.920661837553555,"SRM",0.7,"f"
"L",1915,0.513969815392833,"SRM",0.7,"f"
"M",1915,0.991164814338098,"SRM",0.7,"f"
"T",1920,0.736362931261308,"SRM",0.7,"f"
"A",1920,0.891986465370476,"SRM",0.7,"f"
"L",1920,0.363088992998677,"SRM",0.7,"f"
"M",1920,0.996826894880291,"SRM",0.7,"f"
"T",1925,0.857505889019955,"SRM",0.7,"f"
"A",1925,0.840358647764239,"SRM",0.7,"f"
"L",1925,0.0658840531351127,"SRM",0.7,"f"
"M",1925,0.995477043250156,"SRM",0.7,"f"
"T",1905,0.264500074075404,"SRM",0.7,"m"
"A",1905,0.349628217677343,"SRM",0.7,"m"
"L",1905,0.488287184894115,"SRM",0.7,"m"
"M",1905,0.122100463185675,"SRM",0.7,"m"
"T",1910,0.194914592462828,"SRM",0.7,"m"
"A",1910,0.116625006348373,"SRM",0.7,"m"
"L",1910,0.23939169953577,"SRM",0.7,"m"
"M",1910,0.00458613492624674,"SRM",0.7,"m"
"T",1915,0.158819170685107,"SRM",0.7,"m"
"A",1915,0.70324010928345,"SRM",0.7,"m"
"L",1915,0.603208068821965,"SRM",0.7,"m"
"M",1915,0.599821280013669,"SRM",0.7,"m"
"T",1920,0.204548216408896,"SRM",0.7,"m"
"A",1920,0.90568456417762,"SRM",0.7,"m"
"L",1920,0.758766475224506,"SRM",0.7,"m"
"M",1920,0.738457664550913,"SRM",0.7,"m"
"T",1925,0.326989306325341,"SRM",0.7,"m"
"A",1925,0.94623003861249,"SRM",0.7,"m"
"L",1925,0.650902725171166,"SRM",0.7,"m"
"M",1925,0.765368094612803,"SRM",0.7,"m"
"T",1905,0.655985969153217,"PASTMEM",0.7,"f"
"A",1905,0.735812499004273,"PASTMEM",0.7,"f"
"L",1905,0.249262531940799,"PASTMEM",0.7,"f"
"M",1905,0.895949939389869,"PASTMEM",0.7,"f"
"T",1910,0.47905671362626,"PASTMEM",0.7,"f"
"A",1910,0.824529327797087,"PASTMEM",0.7,"f"
"L",1910,0.52279610280864,"PASTMEM",0.7,"f"
"M",1910,0.841005437892741,"PASTMEM",0.7,"f"
"T",1915,0.405508998437322,"PASTMEM",0.7,"f"
"A",1915,0.874533299405522,"PASTMEM",0.7,"f"
"L",1915,0.611199265276603,"PASTMEM",0.7,"f"
"M",1915,0.850491577540103,"PASTMEM",0.7,"f"
"T",1920,0.615906031392973,"PASTMEM",0.7,"f"
"A",1920,0.858139940920582,"PASTMEM",0.7,"f"
"L",1920,0.415761421588664,"PASTMEM",0.7,"f"
"M",1920,0.912384005500062,"PASTMEM",0.7,"f"
"T",1925,0.883779872685882,"PASTMEM",0.7,"f"
"A",1925,0.697411638008587,"PASTMEM",0.7,"f"
"L",1925,0.100792861113926,"PASTMEM",0.7,"f"
"M",1925,0.921984692253326,"PASTMEM",0.7,"f"
"T",1905,0.459264178437345,"PASTMEM",0.7,"m"
"A",1905,0.845339069237567,"PASTMEM",0.7,"m"
"L",1905,0.475312138386963,"PASTMEM",0.7,"m"
"M",1905,0.874201525002981,"PASTMEM",0.7,"m"
"T",1910,0.46646655722672,"PASTMEM",0.7,"m"
"A",1910,0.870833612943644,"PASTMEM",0.7,"m"
"L",1910,0.577030280983491,"PASTMEM",0.7,"m"
"M",1910,0.869660454760228,"PASTMEM",0.7,"m"
"T",1915,0.364231653296984,"PASTMEM",0.7,"m"
"A",1915,0.942154272677701,"PASTMEM",0.7,"m"
"L",1915,0.712743457076622,"PASTMEM",0.7,"m"
"M",1915,0.87483385437158,"PASTMEM",0.7,"m"
"T",1920,0.412809576283517,"PASTMEM",0.7,"m"
"A",1920,0.973599577484601,"PASTMEM",0.7,"m"
"L",1920,0.677096410095059,"PASTMEM",0.7,"m"
"M",1920,0.89104573689781,"PASTMEM",0.7,"m"
"T",1925,0.622478030866717,"PASTMEM",0.7,"m"
"A",1925,0.958651174470431,"PASTMEM",0.7,"m"
"L",1925,0.396446964803694,"PASTMEM",0.7,"m"
"M",1925,0.937543630677348,"PASTMEM",0.7,"m"
"T",1905,0.587126758304009,"SS",0.7,"f"
"A",1905,0.842118818003407,"SS",0.7,"f"
"L",1905,0.340813943524749,"SS",0.7,"f"
"M",1905,0.927331766808922,"SS",0.7,"f"
"T",1910,0.88957924032365,"SS",0.7,"f"
"A",1910,0.696148361750605,"SS",0.7,"f"
"L",1910,0.0852015439713419,"SS",0.7,"f"
"M",1910,0.937633234599881,"SS",0.7,"f"
"T",1915,0.918632363601625,"SS",0.7,"f"
"A",1915,0.640213043127282,"SS",0.7,"f"
"L",1915,0.00931306950912012,"SS",0.7,"f"
"M",1915,0.911821746494177,"SS",0.7,"f"
"T",1920,0.923831042858224,"SS",0.7,"f"
"A",1920,0.601789229514885,"SS",0.7,"f"
"L",1920,0.061758435261476,"SS",0.7,"f"
"M",1920,0.887702235073472,"SS",0.7,"f"
"T",1925,0.959698865853732,"SS",0.7,"f"
"A",1925,0.631471976329965,"SS",0.7,"f"
"L",1925,0.235300368461248,"SS",0.7,"f"
"M",1925,0.923604857579922,"SS",0.7,"f"
"T",1905,0.483621695293327,"SS",0.7,"m"
"A",1905,0.70228460330342,"SS",0.7,"m"
"L",1905,0.964709714563265,"SS",0.7,"m"
"M",1905,0.230209606095763,"SS",0.7,"m"
"T",1910,0.739328027732983,"SS",0.7,"m"
"A",1910,0.236659637942709,"SS",0.7,"m"
"L",1910,0.74441665987383,"SS",0.7,"m"
"M",1910,0.194469324821507,"SS",0.7,"m"
"T",1915,0.604489193739442,"SS",0.7,"m"
"A",1915,0.484018404737725,"SS",0.7,"m"
"L",1915,0.0688662377843898,"SS",0.7,"m"
"M",1915,0.645012103781878,"SS",0.7,"m"
"T",1920,0.36891710578359,"SS",0.7,"m"
"A",1920,0.872229220396496,"SS",0.7,"m"
"L",1920,0.607252105878466,"SS",0.7,"m"
"M",1920,0.797811720971582,"SS",0.7,"m"
"T",1925,0.599676988676818,"SS",0.7,"m"
"A",1925,0.906748086710741,"SS",0.7,"m"
"L",1925,0.365137120931024,"SS",0.7,"m"
"M",1925,0.892852679327357,"SS",0.7,"m"
"T",1905,0.834290710532754,"C20B",0.7,"f"
"A",1905,0.559475915589711,"C20B",0.7,"f"
"L",1905,0.0841696213982696,"C20B",0.7,"f"
"M",1905,0.863993170489336,"C20B",0.7,"f"
"T",1910,0.668539586113048,"C20B",0.7,"f"
"A",1910,0.819045819196094,"C20B",0.7,"f"
"L",1910,0.359905009495284,"C20B",0.7,"f"
"M",1910,0.916895939977366,"C20B",0.7,"f"
"T",1915,0.658872019065543,"C20B",0.7,"f"
"A",1915,0.805443838924209,"C20B",0.7,"f"
"L",1915,0.352942538168315,"C20B",0.7,"f"
"M",1915,0.902375885657912,"C20B",0.7,"f"
"T",1920,0.675553077068999,"C20B",0.7,"f"
"A",1920,0.774458397145935,"C20B",0.7,"f"
"L",1920,0.289237998690011,"C20B",0.7,"f"
"M",1920,0.883732772967771,"C20B",0.7,"f"
"T",1925,0.680121658496157,"C20B",0.7,"f"
"A",1925,0.911775033972904,"C20B",0.7,"f"
"L",1925,0.297508761860991,"C20B",0.7,"f"
"M",1925,0.940740534302716,"C20B",0.7,"f"
"T",1905,0.87697730106569,"C20B",0.7,"m"
"A",1905,0.182425973424361,"C20B",0.7,"m"
"L",1905,0.775963165450186,"C20B",0.7,"m"
"M",1905,0.355769165092364,"C20B",0.7,"m"
"T",1910,0.90616578281433,"C20B",0.7,"m"
"A",1910,0.363851397160393,"C20B",0.7,"m"
"L",1910,0.258486755862883,"C20B",0.7,"m"
"M",1910,0.707434402902398,"C20B",0.7,"m"
"T",1915,0.723993235080773,"C20B",0.7,"m"
"A",1915,0.793321750714599,"C20B",0.7,"m"
"L",1915,0.296096385040165,"C20B",0.7,"m"
"M",1915,0.925762627002135,"C20B",0.7,"m"
"T",1920,0.565888468589808,"C20B",0.7,"m"
"A",1920,0.880139799571726,"C20B",0.7,"m"
"L",1920,0.473686720559676,"C20B",0.7,"m"
"M",1920,0.902614457146736,"C20B",0.7,"m"
"T",1925,0.556492250120672,"C20B",0.7,"m"
"A",1925,0.947851623929038,"C20B",0.7,"m"
"L",1925,0.445243868874393,"C20B",0.7,"m"
"M",1925,0.894147442620832,"C20B",0.7,"m"
"T",1905,0.701132006217348,"NAMEMO",0.7,"f"
"A",1905,0.791208237448787,"NAMEMO",0.7,"f"
"L",1905,0.215681282105611,"NAMEMO",0.7,"f"
"M",1905,0.954700175305306,"NAMEMO",0.7,"f"
"T",1910,0.653513544941222,"NAMEMO",0.7,"f"
"A",1910,0.883927310996684,"NAMEMO",0.7,"f"
"L",1910,0.435106112660013,"NAMEMO",0.7,"f"
"M",1910,0.956035425181405,"NAMEMO",0.7,"f"
"T",1915,0.673853043776239,"NAMEMO",0.7,"f"
"A",1915,0.795966790495604,"NAMEMO",0.7,"f"
"L",1915,0.333176794861059,"NAMEMO",0.7,"f"
"M",1915,0.902958113102575,"NAMEMO",0.7,"f"
"T",1920,0.695985628130639,"NAMEMO",0.7,"f"
"A",1920,0.843911917237413,"NAMEMO",0.7,"f"
"L",1920,0.344015705874804,"NAMEMO",0.7,"f"
"M",1920,0.94275404807217,"NAMEMO",0.7,"f"
"T",1925,0.654851825055933,"NAMEMO",0.7,"f"
"A",1925,0.945413968185447,"NAMEMO",0.7,"f"
"L",1925,0.353970681035574,"NAMEMO",0.7,"f"
"M",1925,0.947408113899898,"NAMEMO",0.7,"f"
"T",1905,0.9006043650388,"NAMEMO",0.7,"m"
"A",1905,0.191730852108794,"NAMEMO",0.7,"m"
"L",1905,0.44121787911457,"NAMEMO",0.7,"m"
"M",1905,0.598592339434151,"NAMEMO",0.7,"m"
"T",1910,0.85863716095358,"NAMEMO",0.7,"m"
"A",1910,0.597869277278198,"NAMEMO",0.7,"m"
"L",1910,0.0264936389275868,"NAMEMO",0.7,"m"
"M",1910,0.84311071318757,"NAMEMO",0.7,"m"
"T",1915,0.716863811843241,"NAMEMO",0.7,"m"
"A",1915,0.492687246978244,"NAMEMO",0.7,"m"
"L",1915,0.0167476762575213,"NAMEMO",0.7,"m"
"M",1915,0.699586791890344,"NAMEMO",0.7,"m"
"T",1920,0.619867591619784,"NAMEMO",0.7,"m"
"A",1920,0.448958044377146,"NAMEMO",0.7,"m"
"L",1920,0.011117571126754,"NAMEMO",0.7,"m"
"M",1920,0.62394535731556,"NAMEMO",0.7,"m"
"T",1925,0.705343976788889,"NAMEMO",0.7,"m"
"A",1925,0.767932784094303,"NAMEMO",0.7,"m"
"L",1925,0.130886441331567,"NAMEMO",0.7,"m"
"M",1925,0.866110772502374,"NAMEMO",0.7,"m"
"T",1905,0.89130643523981,"NAMEDMO",0.7,"f"
"A",1905,0.569611112750482,"NAMEDMO",0.7,"f"
"L",1905,0.11499182408653,"NAMEDMO",0.7,"f"
"M",1905,0.903028886753557,"NAMEDMO",0.7,"f"
"T",1910,0.798318271211618,"NAMEDMO",0.7,"f"
"A",1910,0.79120246388379,"NAMEDMO",0.7,"f"
"L",1910,0.24293201729116,"NAMEDMO",0.7,"f"
"M",1910,0.960859115218108,"NAMEDMO",0.7,"f"
"T",1915,0.784029621718275,"NAMEDMO",0.7,"f"
"A",1915,0.77867594585291,"NAMEDMO",0.7,"f"
"L",1915,0.240218683451881,"NAMEDMO",0.7,"f"
"M",1915,0.94483392624725,"NAMEDMO",0.7,"f"
"T",1920,0.758390061748985,"NAMEDMO",0.7,"f"
"A",1920,0.787441516217405,"NAMEDMO",0.7,"f"
"L",1920,0.242722913878376,"NAMEDMO",0.7,"f"
"M",1920,0.934582339338708,"NAMEDMO",0.7,"f"
"T",1925,0.819283540138253,"NAMEDMO",0.7,"f"
"A",1925,0.805208739793239,"NAMEDMO",0.7,"f"
"L",1925,0.0652554686150367,"NAMEDMO",0.7,"f"
"M",1925,0.952527647835989,"NAMEDMO",0.7,"f"
"T",1905,0.866652119930261,"NAMEDMO",0.7,"m"
"A",1905,0.0544234658106718,"NAMEDMO",0.7,"m"
"L",1905,0.654507935255167,"NAMEDMO",0.7,"m"
"M",1905,0.444891428425967,"NAMEDMO",0.7,"m"
"T",1910,0.876208488991468,"NAMEDMO",0.7,"m"
"A",1910,0.340024355216138,"NAMEDMO",0.7,"m"
"L",1910,0.261739674108279,"NAMEDMO",0.7,"m"
"M",1910,0.675583617118817,"NAMEDMO",0.7,"m"
"T",1915,0.780734316115984,"NAMEDMO",0.7,"m"
"A",1915,0.750883018497574,"NAMEDMO",0.7,"m"
"L",1915,0.214688911957284,"NAMEDMO",0.7,"m"
"M",1915,0.923273459215746,"NAMEDMO",0.7,"m"
"T",1920,0.740874494194219,"NAMEDMO",0.7,"m"
"A",1920,0.840601338655638,"NAMEDMO",0.7,"m"
"L",1920,0.308463406816963,"NAMEDMO",0.7,"m"
"M",1920,0.963050808119759,"NAMEDMO",0.7,"m"
"T",1925,0.724467566851754,"NAMEDMO",0.7,"m"
"A",1925,0.893094107704167,"NAMEDMO",0.7,"m"
"L",1925,0.238775889784145,"NAMEDMO",0.7,"m"
"M",1925,0.953914872546312,"NAMEDMO",0.7,"m"
"T",1905,0.81565818015913,"NAMEYR",0.7,"f"
"A",1905,0.692395973097281,"NAMEYR",0.7,"f"
"L",1905,0.0474472470540901,"NAMEYR",0.7,"f"
"M",1905,0.948248215259342,"NAMEYR",0.7,"f"
"T",1910,0.734242453130884,"NAMEYR",0.7,"f"
"A",1910,0.828310937742904,"NAMEYR",0.7,"f"
"L",1910,0.324046595810253,"NAMEYR",0.7,"f"
"M",1910,0.955911160409479,"NAMEYR",0.7,"f"
"T",1915,0.64126195215999,"NAMEYR",0.7,"f"
"A",1915,0.882308160212978,"NAMEYR",0.7,"f"
"L",1915,0.440961266842065,"NAMEYR",0.7,"f"
"M",1915,0.951956665454884,"NAMEYR",0.7,"f"
"T",1920,0.525948252397348,"NAMEYR",0.7,"f"
"A",1920,0.93300202019053,"NAMEYR",0.7,"f"
"L",1920,0.555236261646924,"NAMEYR",0.7,"f"
"M",1920,0.919574456489974,"NAMEYR",0.7,"f"
"T",1925,0.460493061431636,"NAMEYR",0.7,"f"
"A",1925,0.976614402276501,"NAMEYR",0.7,"f"
"L",1925,0.560710346516142,"NAMEYR",0.7,"f"
"M",1925,0.858429292193207,"NAMEYR",0.7,"f"
"T",1905,0.898725591879763,"NAMEYR",0.7,"m"
"A",1905,0.0313514910304628,"NAMEYR",0.7,"m"
"L",1905,0.673863621649053,"NAMEYR",0.7,"m"
"M",1905,0.462718703950557,"NAMEYR",0.7,"m"
"T",1910,0.93384409667349,"NAMEYR",0.7,"m"
"A",1910,0.458621877703733,"NAMEYR",0.7,"m"
"L",1910,0.182725237092974,"NAMEYR",0.7,"m"
"M",1910,0.789053085459866,"NAMEYR",0.7,"m"
"T",1915,0.804814646132417,"NAMEYR",0.7,"m"
"A",1915,0.743096042227988,"NAMEYR",0.7,"m"
"L",1915,0.190364003676985,"NAMEYR",0.7,"m"
"M",1915,0.929550880375194,"NAMEYR",0.7,"m"
"T",1920,0.663671080049824,"NAMEYR",0.7,"m"
"A",1920,0.782413602114155,"NAMEYR",0.7,"m"
"L",1920,0.30572752542183,"NAMEYR",0.7,"m"
"M",1920,0.883326491228935,"NAMEYR",0.7,"m"
"T",1925,0.661007917266157,"NAMEYR",0.7,"m"
"A",1925,0.88425656255022,"NAMEYR",0.7,"m"
"L",1925,0.287253270413719,"NAMEYR",0.7,"m"
"M",1925,0.913134645558341,"NAMEYR",0.7,"m"
"T",1905,0.870143929897539,"NAMEDWK",0.7,"f"
"A",1905,0.60109782757664,"NAMEDWK",0.7,"f"
"L",1905,0.0721033043807084,"NAMEDWK",0.7,"f"
"M",1905,0.913640749757537,"NAMEDWK",0.7,"f"
"T",1910,0.787795866310448,"NAMEDWK",0.7,"f"
"A",1910,0.806668976077886,"NAMEDWK",0.7,"f"
"L",1910,0.26562512549644,"NAMEDWK",0.7,"f"
"M",1910,0.966769946643708,"NAMEDWK",0.7,"f"
"T",1915,0.80181537537326,"NAMEDWK",0.7,"f"
"A",1915,0.715568137235271,"NAMEDWK",0.7,"f"
"L",1915,0.16489594320728,"NAMEDWK",0.7,"f"
"M",1915,0.90832636840588,"NAMEDWK",0.7,"f"
"T",1920,0.692839684687042,"NAMEDWK",0.7,"f"
"A",1920,0.874210846962073,"NAMEDWK",0.7,"f"
"L",1920,0.376574229971893,"NAMEDWK",0.7,"f"
"M",1920,0.962425157619713,"NAMEDWK",0.7,"f"
"T",1925,0.630702674574002,"NAMEDWK",0.7,"f"
"A",1925,0.963040342253452,"NAMEDWK",0.7,"f"
"L",1925,0.393407871530166,"NAMEDWK",0.7,"f"
"M",1925,0.94482858048591,"NAMEDWK",0.7,"f"
"T",1905,0.882157696330363,"NAMEDWK",0.7,"m"
"A",1905,0.316146020394254,"NAMEDWK",0.7,"m"
"L",1905,0.325193308474326,"NAMEDWK",0.7,"m"
"M",1905,0.661226457650183,"NAMEDWK",0.7,"m"
"T",1910,0.86057084539499,"NAMEDWK",0.7,"m"
"A",1910,0.452146376383602,"NAMEDWK",0.7,"m"
"L",1910,0.101771259512585,"NAMEDWK",0.7,"m"
"M",1910,0.720132247867284,"NAMEDWK",0.7,"m"
"T",1915,0.725443032912128,"NAMEDWK",0.7,"m"
"A",1915,0.701614343619848,"NAMEDWK",0.7,"m"
"L",1915,0.203393283204193,"NAMEDWK",0.7,"m"
"M",1915,0.860691377714286,"NAMEDWK",0.7,"m"
"T",1920,0.601737957663004,"NAMEDWK",0.7,"m"
"A",1920,0.856450780656068,"NAMEDWK",0.7,"m"
"L",1920,0.42424857257779,"NAMEDWK",0.7,"m"
"M",1920,0.904059735786291,"NAMEDWK",0.7,"m"
"T",1925,0.729571846725689,"NAMEDWK",0.7,"m"
"A",1925,0.887256955157305,"NAMEDWK",0.7,"m"
"L",1925,0.228328698826051,"NAMEDWK",0.7,"m"
"M",1925,0.953158408089551,"NAMEDWK",0.7,"m"
"T",1905,0.695655226905795,"NAMESCI",0.7,"f"
"A",1905,0.725120311245303,"NAMESCI",0.7,"f"
"L",1905,0.16054794086152,"NAMESCI",0.7,"f"
"M",1905,0.904582174760582,"NAMESCI",0.7,"f"
"T",1910,0.619953008960807,"NAMESCI",0.7,"f"
"A",1910,0.76644326201876,"NAMESCI",0.7,"f"
"L",1910,0.368871578830566,"NAMESCI",0.7,"f"
"M",1910,0.851426987431706,"NAMESCI",0.7,"f"
"T",1915,0.530649527559984,"NAMESCI",0.7,"f"
"A",1915,0.866157483973294,"NAMESCI",0.7,"f"
"L",1915,0.501717054696987,"NAMESCI",0.7,"f"
