"Pattern","Cohort","r","var","span","sex"
"T",1925,0.943696445298382,"PSYCH",0.7,"m"
"A",1925,0.607598475501736,"PSYCH",0.7,"m"
"L",1925,0.244720944439184,"PSYCH",0.7,"m"
"M",1925,0.899978221769369,"PSYCH",0.7,"m"
"T",1905,0.277839853317556,"ARTH",0.7,"f"
"A",1905,0.951105951190967,"ARTH",0.7,"f"
"L",1905,0.688117594471719,"ARTH",0.7,"f"
"M",1905,0.857702133512951,"ARTH",0.7,"f"
"T",1910,0.313806522024149,"ARTH",0.7,"f"
"A",1910,0.909755398682676,"ARTH",0.7,"f"
"L",1910,0.712104784006969,"ARTH",0.7,"f"
"M",1910,0.826924838161488,"ARTH",0.7,"f"
"T",1915,0.280200921936343,"ARTH",0.7,"f"
"A",1915,0.923435209435306,"ARTH",0.7,"f"
"L",1915,0.746951036652064,"ARTH",0.7,"f"
"M",1915,0.821334403245112,"ARTH",0.7,"f"
"T",1920,0.392227164076421,"ARTH",0.7,"f"
"A",1920,0.934878895865984,"ARTH",0.7,"f"
"L",1920,0.653159180127112,"ARTH",0.7,"f"
"M",1920,0.853509694992211,"ARTH",0.7,"f"
"T",1925,0.773976049485024,"ARTH",0.7,"f"
"A",1925,0.594524423884024,"ARTH",0.7,"f"
"L",1925,0.104508428080001,"ARTH",0.7,"f"
"M",1925,0.797423869183802,"ARTH",0.7,"f"
"T",1905,0.419803351817708,"ARTH",0.7,"m"
"A",1905,0.872958790826349,"ARTH",0.7,"m"
"L",1905,0.513881324542067,"ARTH",0.7,"m"
"M",1905,0.885371535201607,"ARTH",0.7,"m"
"T",1910,0.43454695703624,"ARTH",0.7,"m"
"A",1910,0.879895444175713,"ARTH",0.7,"m"
"L",1910,0.613921326971828,"ARTH",0.7,"m"
"M",1910,0.850134009879796,"ARTH",0.7,"m"
"T",1915,0.329130845183876,"ARTH",0.7,"m"
"A",1915,0.913117587369527,"ARTH",0.7,"m"
"L",1915,0.687264258442502,"ARTH",0.7,"m"
"M",1915,0.835494664939994,"ARTH",0.7,"m"
"T",1920,0.434726716081626,"ARTH",0.7,"m"
"A",1920,0.954957023690552,"ARTH",0.7,"m"
"L",1920,0.642711727863089,"ARTH",0.7,"m"
"M",1920,0.889010931714371,"ARTH",0.7,"m"
"T",1925,0.808263445100232,"ARTH",0.7,"m"
"A",1925,0.859701849798895,"ARTH",0.7,"m"
"L",1925,0.129701610718349,"ARTH",0.7,"m"
"M",1925,0.979984739935648,"ARTH",0.7,"m"
"T",1905,0.685770352021939,"CC",0.7,"f"
"A",1905,0.837723667700049,"CC",0.7,"f"
"L",1905,0.322985598211499,"CC",0.7,"f"
"M",1905,0.987860141295955,"CC",0.7,"f"
"T",1910,0.794776514348037,"CC",0.7,"f"
"A",1910,0.803614779790603,"CC",0.7,"f"
"L",1910,0.303025864119127,"CC",0.7,"f"
"M",1910,0.973878068919761,"CC",0.7,"f"
"T",1915,0.77036108361085,"CC",0.7,"f"
"A",1915,0.824410262308208,"CC",0.7,"f"
"L",1915,0.339199372758209,"CC",0.7,"f"
"M",1915,0.977923404776326,"CC",0.7,"f"
"T",1920,0.881620144775418,"CC",0.7,"f"
"A",1920,0.725195872014113,"CC",0.7,"f"
"L",1920,0.0919664597661611,"CC",0.7,"f"
"M",1920,0.953008772968088,"CC",0.7,"f"
"T",1925,0.974077280609042,"CC",0.7,"f"
"A",1925,0.587123064377132,"CC",0.7,"f"
"L",1925,0.292635450050485,"CC",0.7,"f"
"M",1925,0.904271040830459,"CC",0.7,"f"
"T",1905,0.970342506507392,"CC",0.7,"m"
"A",1905,0.252494546967856,"CC",0.7,"m"
"L",1905,0.377510348681384,"CC",0.7,"m"
"M",1905,0.704608600686296,"CC",0.7,"m"
"T",1910,0.958514416108815,"CC",0.7,"m"
"A",1910,0.438104532311954,"CC",0.7,"m"
"L",1910,0.165614479955278,"CC",0.7,"m"
"M",1910,0.77795294192173,"CC",0.7,"m"
"T",1915,0.952197624820859,"CC",0.7,"m"
"A",1915,0.530863882322361,"CC",0.7,"m"
"L",1915,0.068876507471413,"CC",0.7,"m"
"M",1915,0.84424749682279,"CC",0.7,"m"
"T",1920,0.93907127646725,"CC",0.7,"m"
"A",1920,0.61306725874904,"CC",0.7,"m"
"L",1920,0.0614268030986167,"CC",0.7,"m"
"M",1920,0.903293871572482,"CC",0.7,"m"
"T",1925,0.938283969948064,"CC",0.7,"m"
"A",1925,0.720897017078123,"CC",0.7,"m"
"L",1925,0.126534011183449,"CC",0.7,"m"
"M",1925,0.966808537522506,"CC",0.7,"m"
"T",1905,0.539700275657108,"ALCEV",0.7,"f"
"A",1905,0.813131485695248,"ALCEV",0.7,"f"
"L",1905,0.394341053255183,"ALCEV",0.7,"f"
"M",1905,0.892499155540423,"ALCEV",0.7,"f"
"T",1910,0.659514774260511,"ALCEV",0.7,"f"
"A",1910,0.731896055170629,"ALCEV",0.7,"f"
"L",1910,0.316501564069934,"ALCEV",0.7,"f"
"M",1910,0.856707510935819,"ALCEV",0.7,"f"
"T",1915,0.624121048160494,"ALCEV",0.7,"f"
"A",1915,0.791536511497114,"ALCEV",0.7,"f"
"L",1915,0.398434711046085,"ALCEV",0.7,"f"
"M",1915,0.88459592287819,"ALCEV",0.7,"f"
"T",1920,0.830375597085044,"ALCEV",0.7,"f"
"A",1920,0.637014064909258,"ALCEV",0.7,"f"
"L",1920,0.0405913828695341,"ALCEV",0.7,"f"
"M",1920,0.865322557200599,"ALCEV",0.7,"f"
"T",1925,0.922655420981739,"ALCEV",0.7,"f"
"A",1925,0.172967861026057,"ALCEV",0.7,"f"
"L",1925,0.660347912424647,"ALCEV",0.7,"f"
"M",1925,0.620331704117799,"ALCEV",0.7,"f"
"T",1905,0.908135403309889,"ALCEV",0.7,"m"
"A",1905,0.117549947648616,"ALCEV",0.7,"m"
"L",1905,0.475822626739156,"ALCEV",0.7,"m"
"M",1905,0.566439313862319,"ALCEV",0.7,"m"
"T",1910,0.822889627134906,"ALCEV",0.7,"m"
"A",1910,0.246469108106821,"ALCEV",0.7,"m"
"L",1910,0.271826813738174,"ALCEV",0.7,"m"
"M",1910,0.571067152422812,"ALCEV",0.7,"m"
"T",1915,0.784559200844529,"ALCEV",0.7,"m"
"A",1915,0.413607032646162,"ALCEV",0.7,"m"
"L",1915,0.0805465218949058,"ALCEV",0.7,"m"
"M",1915,0.677845133216058,"ALCEV",0.7,"m"
"T",1920,0.900461090691996,"ALCEV",0.7,"m"
"A",1920,0.406405391075105,"ALCEV",0.7,"m"
"L",1920,0.240356653315673,"ALCEV",0.7,"m"
"M",1920,0.738853889890981,"ALCEV",0.7,"m"
"T",1925,0.953959659538037,"ALCEV",0.7,"m"
"A",1925,0.3023665952193,"ALCEV",0.7,"m"
"L",1925,0.55922226390522,"ALCEV",0.7,"m"
"M",1925,0.717529775673782,"ALCEV",0.7,"m"
"T",1905,0.874574910974976,"ALCDAYS",0.7,"f"
"A",1905,0.579117726621365,"ALCDAYS",0.7,"f"
"L",1905,0.165625611768324,"ALCDAYS",0.7,"f"
"M",1905,0.905059633869571,"ALCDAYS",0.7,"f"
"T",1910,0.766157381775471,"ALCDAYS",0.7,"f"
"A",1910,0.765231840508233,"ALCDAYS",0.7,"f"
"L",1910,0.189227510156244,"ALCDAYS",0.7,"f"
"M",1910,0.91890610120267,"ALCDAYS",0.7,"f"
"T",1915,0.771602159538335,"ALCDAYS",0.7,"f"
"A",1915,0.476141284068013,"ALCDAYS",0.7,"f"
"L",1915,0.103956481449928,"ALCDAYS",0.7,"f"
"M",1915,0.723649218594027,"ALCDAYS",0.7,"f"
"T",1920,0.771689432797004,"ALCDAYS",0.7,"f"
"A",1920,0.328301815086701,"ALCDAYS",0.7,"f"
"L",1920,0.251861563288485,"ALCDAYS",0.7,"f"
"M",1920,0.622406573233843,"ALCDAYS",0.7,"f"
"T",1925,0.867813424424613,"ALCDAYS",0.7,"f"
"A",1925,0.0355682111990223,"ALCDAYS",0.7,"f"
"L",1925,0.748215852212028,"ALCDAYS",0.7,"f"
"M",1925,0.505096351930584,"ALCDAYS",0.7,"f"
"T",1905,0.924347646322133,"ALCDAYS",0.7,"m"
"A",1905,0.131274051430546,"ALCDAYS",0.7,"m"
"L",1905,0.592225693728749,"ALCDAYS",0.7,"m"
"M",1905,0.634021120254155,"ALCDAYS",0.7,"m"
"T",1910,0.82399221602496,"ALCDAYS",0.7,"m"
"A",1910,0.17647940085579,"ALCDAYS",0.7,"m"
"L",1910,0.443005702200752,"ALCDAYS",0.7,"m"
"M",1910,0.545330237042961,"ALCDAYS",0.7,"m"
"T",1915,0.772425009202964,"ALCDAYS",0.7,"m"
"A",1915,0.403392539149171,"ALCDAYS",0.7,"m"
"L",1915,0.177323852490934,"ALCDAYS",0.7,"m"
"M",1915,0.674231518950398,"ALCDAYS",0.7,"m"
"T",1920,0.786364364034577,"ALCDAYS",0.7,"m"
"A",1920,0.453773587482981,"ALCDAYS",0.7,"m"
"L",1920,0.137422542310551,"ALCDAYS",0.7,"m"
"M",1920,0.71592838728884,"ALCDAYS",0.7,"m"
"T",1925,0.88755521119876,"ALCDAYS",0.7,"m"
"A",1925,0.240760863194214,"ALCDAYS",0.7,"m"
"L",1925,0.560853412819383,"ALCDAYS",0.7,"m"
"M",1925,0.642580604792438,"ALCDAYS",0.7,"m"
"T",1905,0.387924204637614,"ALCDRINKS",0.7,"f"
"A",1905,0.750228203813085,"ALCDRINKS",0.7,"f"
"L",1905,0.354602827174085,"ALCDRINKS",0.7,"f"
"M",1905,0.732414294435043,"ALCDRINKS",0.7,"f"
"T",1910,0.557091182293093,"ALCDRINKS",0.7,"f"
"A",1910,0.849148212795869,"ALCDRINKS",0.7,"f"
"L",1910,0.426621051251597,"ALCDRINKS",0.7,"f"
"M",1910,0.8761184986651,"ALCDRINKS",0.7,"f"
"T",1915,0.748483670830035,"ALCDRINKS",0.7,"f"
"A",1915,0.84058015430186,"ALCDRINKS",0.7,"f"
"L",1915,0.277863086175773,"ALCDRINKS",0.7,"f"
"M",1915,0.96142529369959,"ALCDRINKS",0.7,"f"
"T",1920,0.827739608249791,"ALCDRINKS",0.7,"f"
"A",1920,0.72682304878761,"ALCDRINKS",0.7,"f"
"L",1920,0.104520620987648,"ALCDRINKS",0.7,"f"
"M",1920,0.924311212788996,"ALCDRINKS",0.7,"f"
"T",1925,0.972402082376003,"ALCDRINKS",0.7,"f"
"A",1925,0.441728239387366,"ALCDRINKS",0.7,"f"
"L",1925,0.4365172842969,"ALCDRINKS",0.7,"f"
"M",1925,0.81370852688345,"ALCDRINKS",0.7,"f"
"T",1905,0.899243710802156,"ALCDRINKS",0.7,"m"
"A",1905,0.251136528192102,"ALCDRINKS",0.7,"m"
"L",1905,0.469047979827376,"ALCDRINKS",0.7,"m"
"M",1905,0.699603579635101,"ALCDRINKS",0.7,"m"
"T",1910,0.858083040492423,"ALCDRINKS",0.7,"m"
"A",1910,0.380510678558954,"ALCDRINKS",0.7,"m"
"L",1910,0.264604227179934,"ALCDRINKS",0.7,"m"
"M",1910,0.702675358327374,"ALCDRINKS",0.7,"m"
"T",1915,0.889546309602656,"ALCDRINKS",0.7,"m"
"A",1915,0.492484083352384,"ALCDRINKS",0.7,"m"
"L",1915,0.1762852042219,"ALCDRINKS",0.7,"m"
"M",1915,0.795596503263325,"ALCDRINKS",0.7,"m"
"T",1920,0.698136854544937,"ALCDRINKS",0.7,"m"
"A",1920,0.515941490047146,"ALCDRINKS",0.7,"m"
"L",1920,0.00892436775391838,"ALCDRINKS",0.7,"m"
"M",1920,0.713076669786565,"ALCDRINKS",0.7,"m"
"T",1925,0.868143911092829,"ALCDRINKS",0.7,"m"
"A",1925,0.518352079242879,"ALCDRINKS",0.7,"m"
"L",1925,0.265730470198034,"ALCDRINKS",0.7,"m"
"M",1925,0.802896385305477,"ALCDRINKS",0.7,"m"
"T",1905,0.406354567682876,"SMOKEEV",0.7,"f"
"A",1905,0.797420074740402,"SMOKEEV",0.7,"f"
"L",1905,0.987278050132585,"SMOKEEV",0.7,"f"
"M",1905,0.3822402474776,"SMOKEEV",0.7,"f"
"T",1910,0.278223544761899,"SMOKEEV",0.7,"f"
"A",1910,0.808345696019437,"SMOKEEV",0.7,"f"
"L",1910,0.983584420456183,"SMOKEEV",0.7,"f"
"M",1910,0.472755135604902,"SMOKEEV",0.7,"f"
"T",1915,0.266775893978101,"SMOKEEV",0.7,"f"
"A",1915,0.808503681987484,"SMOKEEV",0.7,"f"
"L",1915,0.97653211901715,"SMOKEEV",0.7,"f"
"M",1915,0.478257190131208,"SMOKEEV",0.7,"f"
"T",1920,0.358468319375484,"SMOKEEV",0.7,"f"
"A",1920,0.694710470510907,"SMOKEEV",0.7,"f"
"L",1920,0.952182676123305,"SMOKEEV",0.7,"f"
"M",1920,0.306746279794094,"SMOKEEV",0.7,"f"
"T",1925,0.397277021015219,"SMOKEEV",0.7,"f"
"A",1925,0.564804730186441,"SMOKEEV",0.7,"f"
"L",1925,0.923613880940936,"SMOKEEV",0.7,"f"
"M",1925,0.126987644886223,"SMOKEEV",0.7,"f"
"T",1905,0.355086349814481,"SMOKEEV",0.7,"m"
"A",1905,0.75027679649451,"SMOKEEV",0.7,"m"
"L",1905,0.911422732174838,"SMOKEEV",0.7,"m"
"M",1905,0.373998435759612,"SMOKEEV",0.7,"m"
"T",1910,0.408484682646114,"SMOKEEV",0.7,"m"
"A",1910,0.60192665763951,"SMOKEEV",0.7,"m"
"L",1910,0.85921018409344,"SMOKEEV",0.7,"m"
"M",1910,0.257352734264839,"SMOKEEV",0.7,"m"
"T",1915,0.29996586158184,"SMOKEEV",0.7,"m"
"A",1915,0.678895274879612,"SMOKEEV",0.7,"m"
"L",1915,0.867828368242205,"SMOKEEV",0.7,"m"
"M",1915,0.365865719319596,"SMOKEEV",0.7,"m"
"T",1920,0.269402647024539,"SMOKEEV",0.7,"m"
"A",1920,0.730171673173109,"SMOKEEV",0.7,"m"
"L",1920,0.923671879406314,"SMOKEEV",0.7,"m"
"M",1920,0.376504046354833,"SMOKEEV",0.7,"m"
"T",1925,0.399691628087659,"SMOKEEV",0.7,"m"
"A",1925,0.608155918026092,"SMOKEEV",0.7,"m"
"L",1925,0.969145872268425,"SMOKEEV",0.7,"m"
"M",1925,0.15236746207606,"SMOKEEV",0.7,"m"
"T",1905,0.0515270009534216,"SMOKECUR",0.7,"f"
"A",1905,0.87497730744572,"SMOKECUR",0.7,"f"
"L",1905,0.804719188607146,"SMOKECUR",0.7,"f"
"M",1905,0.641118093262628,"SMOKECUR",0.7,"f"
"T",1910,0.115000432770947,"SMOKECUR",0.7,"f"
"A",1910,0.922695540213441,"SMOKECUR",0.7,"f"
"L",1910,0.850262672730206,"SMOKECUR",0.7,"f"
"M",1910,0.743084638838929,"SMOKECUR",0.7,"f"
"T",1915,0.156342875436864,"SMOKECUR",0.7,"f"
"A",1915,0.93187859497087,"SMOKECUR",0.7,"f"
"L",1915,0.833406245731788,"SMOKECUR",0.7,"f"
"M",1915,0.769386094632498,"SMOKECUR",0.7,"f"
"T",1920,0.191816533240257,"SMOKECUR",0.7,"f"
"A",1920,0.948535655335685,"SMOKECUR",0.7,"f"
"L",1920,0.810762180758253,"SMOKECUR",0.7,"f"
"M",1920,0.762104580175651,"SMOKECUR",0.7,"f"
"T",1925,0.44279791298543,"SMOKECUR",0.7,"f"
"A",1925,0.974660137844729,"SMOKECUR",0.7,"f"
"L",1925,0.574737829959525,"SMOKECUR",0.7,"f"
"M",1925,0.847372492004641,"SMOKECUR",0.7,"f"
"T",1905,0.0165903365481322,"SMOKECUR",0.7,"m"
"A",1905,0.942468938348801,"SMOKECUR",0.7,"m"
"L",1905,0.8336442984624,"SMOKECUR",0.7,"m"
"M",1905,0.710808356721322,"SMOKECUR",0.7,"m"
"T",1910,0.248487142790828,"SMOKECUR",0.7,"m"
"A",1910,0.877936561302883,"SMOKECUR",0.7,"m"
"L",1910,0.919320261810577,"SMOKECUR",0.7,"m"
"M",1910,0.459473436891545,"SMOKECUR",0.7,"m"
"T",1915,0.102017873166247,"SMOKECUR",0.7,"m"
"A",1915,0.858829627836582,"SMOKECUR",0.7,"m"
"L",1915,0.908891533135917,"SMOKECUR",0.7,"m"
"M",1915,0.539288310261977,"SMOKECUR",0.7,"m"
"T",1920,0.0129852229327098,"SMOKECUR",0.7,"m"
"A",1920,0.889466603422384,"SMOKECUR",0.7,"m"
"L",1920,0.898484990206003,"SMOKECUR",0.7,"m"
"M",1920,0.611981789584006,"SMOKECUR",0.7,"m"
"T",1925,0.0716786465700122,"SMOKECUR",0.7,"m"
"A",1925,0.907747452959142,"SMOKECUR",0.7,"m"
"L",1925,0.843009366076356,"SMOKECUR",0.7,"m"
"M",1925,0.599496594688972,"SMOKECUR",0.7,"m"
"T",1905,0.910024800513147,"CESDDEPR",0.7,"f"
"A",1905,0.0975056938539415,"CESDDEPR",0.7,"f"
"L",1905,0.495295676946062,"CESDDEPR",0.7,"f"
"M",1905,0.5524445088281,"CESDDEPR",0.7,"f"
"T",1910,0.718564618806474,"CESDDEPR",0.7,"f"
"A",1910,0.128715282592932,"CESDDEPR",0.7,"f"
"L",1910,0.581302238642194,"CESDDEPR",0.7,"f"
"M",1910,0.241842222208787,"CESDDEPR",0.7,"f"
"T",1915,0.577197761717937,"CESDDEPR",0.7,"f"
"A",1915,0.189564497294484,"CESDDEPR",0.7,"f"
"L",1915,0.553111729063662,"CESDDEPR",0.7,"f"
"M",1915,0.129916799089855,"CESDDEPR",0.7,"f"
"T",1920,0.541897656271512,"CESDDEPR",0.7,"f"
"A",1920,0.300692471884659,"CESDDEPR",0.7,"f"
"L",1920,0.689913993662346,"CESDDEPR",0.7,"f"
"M",1920,0.0621079143535056,"CESDDEPR",0.7,"f"
"T",1925,0.591192695322424,"CESDDEPR",0.7,"f"
"A",1925,0.329862680311709,"CESDDEPR",0.7,"f"
"L",1925,0.863810876960047,"CESDDEPR",0.7,"f"
"M",1925,0.125810171006796,"CESDDEPR",0.7,"f"
"T",1905,0.884626947616635,"CESDDEPR",0.7,"m"
"A",1905,0.110288466994112,"CESDDEPR",0.7,"m"
"L",1905,0.668293631050329,"CESDDEPR",0.7,"m"
"M",1905,0.383659549146872,"CESDDEPR",0.7,"m"
"T",1910,0.896950452486773,"CESDDEPR",0.7,"m"
"A",1910,0.0344709523681999,"CESDDEPR",0.7,"m"
"L",1910,0.530472080441111,"CESDDEPR",0.7,"m"
"M",1910,0.447595829086612,"CESDDEPR",0.7,"m"
"T",1915,0.862996218035315,"CESDDEPR",0.7,"m"
"A",1915,0.0403245616415384,"CESDDEPR",0.7,"m"
"L",1915,0.583881565674631,"CESDDEPR",0.7,"m"
"M",1915,0.375774919914196,"CESDDEPR",0.7,"m"
"T",1920,0.887091798519668,"CESDDEPR",0.7,"m"
"A",1920,0.0560414337879237,"CESDDEPR",0.7,"m"
"L",1920,0.581118029406606,"CESDDEPR",0.7,"m"
"M",1920,0.486317903463124,"CESDDEPR",0.7,"m"
"T",1925,0.923175730000095,"CESDDEPR",0.7,"m"
"A",1925,0.209965112989628,"CESDDEPR",0.7,"m"
"L",1925,0.623820588564466,"CESDDEPR",0.7,"m"
"M",1925,0.643428651005454,"CESDDEPR",0.7,"m"
"T",1905,0.735190779038827,"CESDEFF",0.7,"f"
"A",1905,0.36262412668912,"CESDEFF",0.7,"f"
"L",1905,0.802251596290301,"CESDEFF",0.7,"f"
"M",1905,0.11620350405998,"CESDEFF",0.7,"f"
"T",1910,0.74656001314348,"CESDEFF",0.7,"f"
"A",1910,0.200003618326559,"CESDEFF",0.7,"f"
"L",1910,0.670223435742457,"CESDEFF",0.7,"f"
"M",1910,0.201776479453025,"CESDEFF",0.7,"f"
"T",1915,0.858617699239784,"CESDEFF",0.7,"f"
"A",1915,0.0437775810825948,"CESDEFF",0.7,"f"
"L",1915,0.497021618792305,"CESDEFF",0.7,"f"
"M",1915,0.436516556850048,"CESDEFF",0.7,"f"
"T",1920,0.934141348768234,"CESDEFF",0.7,"f"
"A",1920,0.204472240861319,"CESDEFF",0.7,"f"
"L",1920,0.466480868300793,"CESDEFF",0.7,"f"
"M",1920,0.614158208269951,"CESDEFF",0.7,"f"
"T",1925,0.967200935831786,"CESDEFF",0.7,"f"
"A",1925,0.37053240071215,"CESDEFF",0.7,"f"
"L",1925,0.503015597377227,"CESDEFF",0.7,"f"
"M",1925,0.766923447234026,"CESDEFF",0.7,"f"
"T",1905,0.750698264530667,"CESDEFF",0.7,"m"
"A",1905,0.661433779546336,"CESDEFF",0.7,"m"
"L",1905,0.1207100410213,"CESDEFF",0.7,"m"
"M",1905,0.890231879018461,"CESDEFF",0.7,"m"
"T",1910,0.882431037927239,"CESDEFF",0.7,"m"
"A",1910,0.616716802207506,"CESDEFF",0.7,"m"
"L",1910,0.0609188030766294,"CESDEFF",0.7,"m"
"M",1910,0.875543026354247,"CESDEFF",0.7,"m"
"T",1915,0.83993650434533,"CESDEFF",0.7,"m"
"A",1915,0.0704634808457663,"CESDEFF",0.7,"m"
"L",1915,0.458569393619615,"CESDEFF",0.7,"m"
"M",1915,0.44765733670767,"CESDEFF",0.7,"m"
"T",1920,0.859665549448443,"CESDEFF",0.7,"m"
"A",1920,0.0670380137399973,"CESDEFF",0.7,"m"
"L",1920,0.684498394872419,"CESDEFF",0.7,"m"
"M",1920,0.386151046391778,"CESDEFF",0.7,"m"
"T",1925,0.949562203096349,"CESDEFF",0.7,"m"
"A",1925,0.17058746975781,"CESDEFF",0.7,"m"
"L",1925,0.687029733499754,"CESDEFF",0.7,"m"
"M",1925,0.633845106032319,"CESDEFF",0.7,"m"
"T",1905,0.612314871919064,"CESDSLEEP",0.7,"f"
"A",1905,0.575163561785392,"CESDSLEEP",0.7,"f"
"L",1905,0.917003647996705,"CESDSLEEP",0.7,"f"
"M",1905,0.107494825203202,"CESDSLEEP",0.7,"f"
"T",1910,0.360643239122929,"CESDSLEEP",0.7,"f"
"A",1910,0.621675924881831,"CESDSLEEP",0.7,"f"
"L",1910,0.848826582654965,"CESDSLEEP",0.7,"f"
"M",1910,0.294600840810945,"CESDSLEEP",0.7,"f"
"T",1915,0.654110814641672,"CESDSLEEP",0.7,"f"
"A",1915,0.0372626100851706,"CESDSLEEP",0.7,"f"
"L",1915,0.449253424508095,"CESDSLEEP",0.7,"f"
"M",1915,0.279817931263354,"CESDSLEEP",0.7,"f"
"T",1920,0.865616855671608,"CESDSLEEP",0.7,"f"
"A",1920,0.060021682683202,"CESDSLEEP",0.7,"f"
"L",1920,0.561713262913446,"CESDSLEEP",0.7,"f"
"M",1920,0.478289130294558,"CESDSLEEP",0.7,"f"
"T",1925,0.773779435775504,"CESDSLEEP",0.7,"f"
"A",1925,0.043600782839206,"CESDSLEEP",0.7,"f"
"L",1925,0.742456058969725,"CESDSLEEP",0.7,"f"
"M",1925,0.403936944344325,"CESDSLEEP",0.7,"f"
"T",1905,0.748585940246366,"CESDSLEEP",0.7,"m"
"A",1905,0.221024203696496,"CESDSLEEP",0.7,"m"
"L",1905,0.681852271441164,"CESDSLEEP",0.7,"m"
"M",1905,0.22915948594209,"CESDSLEEP",0.7,"m"
"T",1910,0.812529253981287,"CESDSLEEP",0.7,"m"
"A",1910,0.172309408966775,"CESDSLEEP",0.7,"m"
"L",1910,0.68407986375368,"CESDSLEEP",0.7,"m"
"M",1910,0.253483155221134,"CESDSLEEP",0.7,"m"
"T",1915,0.911547956029921,"CESDSLEEP",0.7,"m"
"A",1915,0.0268066202968158,"CESDSLEEP",0.7,"m"
"L",1915,0.547330630431943,"CESDSLEEP",0.7,"m"
"M",1915,0.448738229066435,"CESDSLEEP",0.7,"m"
"T",1920,0.878089985200395,"CESDSLEEP",0.7,"m"
"A",1920,0.0840632165825361,"CESDSLEEP",0.7,"m"
"L",1920,0.546630635553637,"CESDSLEEP",0.7,"m"
"M",1920,0.501440723256204,"CESDSLEEP",0.7,"m"
"T",1925,0.813593402788039,"CESDSLEEP",0.7,"m"
"A",1925,0.270436729930863,"CESDSLEEP",0.7,"m"
"L",1925,0.46437737325547,"CESDSLEEP",0.7,"m"
"M",1925,0.619695025347079,"CESDSLEEP",0.7,"m"
"T",1905,0.692300966694182,"CESDHAPPY",0.7,"f"
"A",1905,0.328070956101711,"CESDHAPPY",0.7,"f"
"L",1905,0.743243750263483,"CESDHAPPY",0.7,"f"
"M",1905,0.119444486952148,"CESDHAPPY",0.7,"f"
"T",1910,0.699481699047107,"CESDHAPPY",0.7,"f"
"A",1910,0.0913901808738614,"CESDHAPPY",0.7,"f"
"L",1910,0.531957785649232,"CESDHAPPY",0.7,"f"
"M",1910,0.260738592048765,"CESDHAPPY",0.7,"f"
"T",1915,0.759882870892217,"CESDHAPPY",0.7,"f"
"A",1915,0.151118746415882,"CESDHAPPY",0.7,"f"
"L",1915,0.327492454984929,"CESDHAPPY",0.7,"f"
"M",1915,0.470233436429098,"CESDHAPPY",0.7,"f"
"T",1920,0.84734669768539,"CESDHAPPY",0.7,"f"
"A",1920,0.208363277123433,"CESDHAPPY",0.7,"f"
"L",1920,0.400249008479735,"CESDHAPPY",0.7,"f"
"M",1920,0.573152522703477,"CESDHAPPY",0.7,"f"
"T",1925,0.923794433165597,"CESDHAPPY",0.7,"f"
"A",1925,0.25219418548271,"CESDHAPPY",0.7,"f"
"L",1925,0.582150310931494,"CESDHAPPY",0.7,"f"
"M",1925,0.669805578703948,"CESDHAPPY",0.7,"f"
"T",1905,0.405875670374632,"CESDHAPPY",0.7,"m"
"A",1905,0.866158081592341,"CESDHAPPY",0.7,"m"
"L",1905,0.528547045507453,"CESDHAPPY",0.7,"m"
"M",1905,0.861639088720156,"CESDHAPPY",0.7,"m"
"T",1910,0.543103243769246,"CESDHAPPY",0.7,"m"
"A",1910,0.851131236162163,"CESDHAPPY",0.7,"m"
"L",1910,0.509058390540741,"CESDHAPPY",0.7,"m"
"M",1910,0.890992174794341,"CESDHAPPY",0.7,"m"
"T",1915,0.717156260142219,"CESDHAPPY",0.7,"m"
"A",1915,0.598283278881145,"CESDHAPPY",0.7,"m"
"L",1915,0.146583375637154,"CESDHAPPY",0.7,"m"
"M",1915,0.784045925773858,"CESDHAPPY",0.7,"m"
"T",1920,0.845972216004011,"CESDHAPPY",0.7,"m"
"A",1920,0.488249870633552,"CESDHAPPY",0.7,"m"
"L",1920,0.119375184547984,"CESDHAPPY",0.7,"m"
"M",1920,0.768815503124905,"CESDHAPPY",0.7,"m"
"T",1925,0.896085367928464,"CESDHAPPY",0.7,"m"
"A",1925,0.551276111602712,"CESDHAPPY",0.7,"m"
"L",1925,0.258042356020474,"CESDHAPPY",0.7,"m"
"M",1925,0.838749558302722,"CESDHAPPY",0.7,"m"
"T",1905,0.69556421077392,"CESDLONE",0.7,"f"
"A",1905,0.0925536170952223,"CESDLONE",0.7,"f"
"L",1905,0.36214986780951,"CESDLONE",0.7,"f"
"M",1905,0.435734350033741,"CESDLONE",0.7,"f"
"T",1910,0.548113777317269,"CESDLONE",0.7,"f"
"A",1910,0.254267936761195,"CESDLONE",0.7,"f"
"L",1910,0.0909607866578976,"CESDLONE",0.7,"f"
"M",1910,0.447657564360275,"CESDLONE",0.7,"f"
"T",1915,0.497281803981921,"CESDLONE",0.7,"f"
"A",1915,0.635311238221196,"CESDLONE",0.7,"f"
"L",1915,0.322098964651855,"CESDLONE",0.7,"f"
"M",1915,0.708283720711492,"CESDLONE",0.7,"f"
"T",1920,0.709611090527163,"CESDLONE",0.7,"f"
"A",1920,0.649216242062523,"CESDLONE",0.7,"f"
"L",1920,0.13953345357133,"CESDLONE",0.7,"f"
"M",1920,0.813030319663011,"CESDLONE",0.7,"f"
"T",1925,0.941624949560833,"CESDLONE",0.7,"f"
